document;big;featur;bad;isn;year;feel;american;run;good;scene;plai;cast;high;problem;act;humor;music;audienc;find;friend;action;laugh;doesn;town;director;work;made;gener;wife;film;real;girl;funni;script;comedi;final;john;gui;brother;love;minut;don;role;fact;young;kid;origin;show;direct;back;turn;famili;life;alien;long;moment;lot;pictur;world;plot;end;man;make;human;live;set;star;movi;sex;perform;kill;great;stori;actor;call;charact;watch;time;thing
negativo (419).txt;0;0;0.2529792168067457;0;0;0;0;0;0;0;0.3610145908348442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3195107535446815;0;0;0;0;0;0;0;0;0;0;0.3262984741299959;0;0;0;0;0.4402959205159454;0;0;0;0;0;0;0.3389674112625506;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3786405999852673;0;0;0.2768320333894849;0.11139806060484818;0;0;0;0;0;0;0;0;0;0.23651332969336342;0
positivo (980).txt;0;0;0;0.32980754551409136;0;0;0;0;0.21936272220350073;0;0;0;0;0;0;0;0;0;0.39484381544186997;0.4258388169685304;0.24133182455811797;0;0;0;0;0;0;0;0;0.06106468817319907;0;0;0;0;0;0;0;0;0;0;0;0;0.284656179402178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1200334625230759;0;0;0.5903046028248683;0;0;0;0;0;0;0;0
negativo (227).txt;0;0.4143054680032346;0;0;0.24683342447936465;0;0;0;0;0;0.3950192320042966;0.3527350659210013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10334933221120077;0.383755421529286;0;0;0;0;0;0.3851175309637081;0;0;0;0;0;0.2141192083426535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21669484940642966;0;0;0;0;0;0;0;0.24109714464413076;0;0.1725273091007232;0
negativo (688).txt;0;0;0;0.269693470695062;0;0;0.43782611645810293;0;0.20180187365015131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18359264675155185;0;0;0;0.08738523072046181;0;0;0;0;0;0;0.4186664119773416;0;0;0;0;0.32776367489994773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2944648315149981;0;0;0;0;0;0;0;0;0.22213299154360786;0;0.4845039678686635
positivo (687).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06379363809378742;0;0;0;0;0;0;0;0;0.7737069347446999;0;0;0;0;0;0;0;0;0;0;0;0;0.4624726250635142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2006363152628579;0;0;0;0;0;0;0;0;0.3783808807687367;0;0
negativo (398).txt;0;0;0;0;0;0;0;0;0;0.40593537560817317;0;0;0;0;0;0;0;0;0;0;0.5246785809611634;0;0;0;0;0;0;0;0;0.04978518787806142;0;0;0;0;0;0;0;0.3439782634757863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39673972977966765;0;0;0;0;0.5307794585785292;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (712).txt;0;0;0.4757289427880231;0;0;0;0;0;0.1417911383340212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7499631924079674;0;0;0;0;0;0;0;0;0;0;0;0.28330233822718837;0;0;0.10357308269739024;0;0;0;0;0;0;0;0;0;0.13350783547283726;0;0;0;0;0.17069125720353898;0;0;0;0;0;0;0;0;0;0.23061875551260577;0
positivo (495).txt;0;0;0;0;0;0;0.589742777135115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1177061091343313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7989672888732172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (226).txt;0;0.35854092647638725;0;0;0;0;0;0;0.24096817727205871;0;0;0;0;0;0;0;0;0;0;0;0;0.5128721306334331;0;0;0;0;0;0;0;0;0;0;0;0;0.427933375396691;0;0;0;0.36157934230866623;0;0;0;0;0;0;0;0;0;0;0;0;0.48629037070497844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (987).txt;0;0;0;0;0;0;0;0;0;0;0;0.5058130069250762;0;0;0;0;0;0;0;0;0;0.5665537614721506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42448488418671865;0;0;0;0;0.434361361299162;0.23305112806956593;0;0;0;0;0;0;0;0;0;0;0
negativo (526).txt;0;0;0;0;0;0;0;0;0;0;0.33153535253726324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39122743883535616;0;0;0.1927554942650291;0;0;0;0;0;0;0;0;0;0;0;0;0.5391237803488201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4608223809191643;0;0;0;0;0;0;0.18186963436298817;0;0;0;0;0;0;0;0.4047004316207572;0;0;0
negativo (85).txt;0.4394114914793158;0;0;0;0;0;0;0;0.2500576733044732;0;0;0;0;0.36455078215590253;0;0;0;0;0;0;0;0;0.41684954985571376;0;0;0;0;0;0;0.20109364273169572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36981267017005076;0;0;0;0;0;0;0;0;0;0;0;0.2702046529563721;0;0;0.4330326345062297;0;0;0
positivo (381).txt;0;0;0.21733148268230792;0;0;0;0;0;0.21861800910940485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19889140865724766;0;0;0;0.06761931117360792;0;0;0;0;0.25882793216319616;0;0;0;0;0;0;0;0;0;0;0.8236257030653811;0;0;0;0;0;0;0;0;0;0;0.3149758880330696;0;0;0;0;0;0;0;0;0;0;0.12760102580642604;0;0;0;0;0;0;0;0;0;0;0
positivo (681).txt;0;0;0;0;0.15623319040909223;0.5849714362448012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.320679382549506;0;0;0;0;0;0;0;0;0;0;0;0.4519681767838796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.390109824911667;0;0;0;0;0;0;0;0;0;0;0;0.25716934208307485;0;0;0;0;0;0;0;0.15260241268266297;0.2909980539762959;0;0
positivo (873).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7872959815737852;0;0;0;0;0;0;0;0;0.12450695143202646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2911146135920972;0;0;0;0;0;0;0;0.18951188970275756;0;0;0.3982252659097178;0;0;0;0;0;0;0;0;0.2922622443088081;0;0;0;0
negativo (718).txt;0;0;0.29845315988166354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4096951485430352;0;0;0;0.09285905953296857;0;0;0.7583673236437826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3769084514711327;0;0;0;0;0.13142227101447593;0;0;0;0;0;0;0;0;0;0;0
negativo (584).txt;0;0;0;0;0;0;0;0;0;0;0.42114390306451976;0;0;0;0;0;0;0;0;0.5122521573502175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46861678815018754;0;0;0;0;0.40443088553769446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42079627480364995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (815).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2832349503458583;0.19544479196796266;0;0;0;0;0;0;0;0;0;0;0;0;0.6362069789777748;0;0;0.3591054704101847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19542636808795472;0;0;0;0.5080146308907536;0.2271407199810606;0;0;0;0;0;0;0;0;0;0;0
negativo (284).txt;0;0;0;0;0.2296445135930793;0;0;0;0;0;0;0;0;0;0.1198312109122595;0;0.5185238493909472;0;0;0;0;0;0;0;0;0;0;0;0;0.032050774290220296;0;0;0.1308771596515882;0;0;0;0;0;0.7774413585199035;0;0;0;0;0;0;0;0.14132434058873364;0;0;0;0;0.13941144757592885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04536106187353362;0;0;0;0;0;0;0;0;0;0;0
negativo (470).txt;0;0;0;0;0.3336716829796869;0;0;0;0;0;0;0;0;0;0;0;0.35876719026106757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3781548661000287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48412506673154687;0;0;0;0;0;0;0;0;0;0.618523344892274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (412).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22684544157426773;0;0;0;0;0;0;0;0;0;0;0;0.053620968905380456;0;0;0;0;0;0;0.1998114038175067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20477955336601936;0;0;0;0;0.8381766124531562;0.2810707029590024;0;0;0;0;0;0;0;0;0.15902173044483234;0.23870062898813083;0
negativo (703).txt;0.9367377961801729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35003185741802556;0;0;0;0;0;0;0;0;0;0;0
negativo (517).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7458996668205529;0;0;0;0;0;0;0.5531693567141995;0.37099508059998176;0;0;0;0;0;0;0;0;0;0;0
positivo (970).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8015407886083687;0;0;0;0;0;0;0;0;0;0;0;0;0.11097967154991727;0;0;0;0;0;0.48845417123468166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2474349517078226;0;0;0.16154741889444618;0;0;0;0;0.13894882304315123;0
positivo (299).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24215187755917478;0;0;0;0.05762893575617196;0;0;0;0;0;0;0;0;0;0;0;0;0.23026306550995657;0;0;0;0.5445180247992103;0.15273002919925915;0;0;0;0.26857385554465174;0;0;0;0;0;0;0;0;0;0;0.12530991116902063;0;0;0;0;0.07767763370501125;0;0;0;0;0.623164193870937;0;0;0.28808338454267574;0;0;0
positivo (929).txt;0;0;0;0;0.5819587119890054;0;0;0;0;0;0;0;0;0.2734510724507326;0;0;0;0.33134144186421377;0;0;0;0;0;0;0;0;0;0;0;0.10442851325240718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5558595173506148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17661169077702796;0;0;0;0;0.13684849522493592;0;0;0;0;0;0.3270429636074896;0;0;0;0;0
positivo (696).txt;0;0;0;0;0;0;0;0;0;0;0.1502676070900197;0.1341824650504933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06552447571953372;0;0;0;0;0;0;0;0;0;0;0;0;0.18326742482742564;0;0;0;0;0.7293511640655747;0;0;0;0;0.15474497698891396;0;0;0;0;0;0.5258009255832228;0;0;0.16891151677704108;0;0;0;0;0;0;0;0;0;0;0;0.2462467545776268;0;0;0;0;0
positivo (800).txt;0;0;0;0;0;0;0;0;0;0;0.24813242180025427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7589503414241315;0.06491916852475005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5162042380385454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3028916748490041;0;0;0
positivo (898).txt;0;0;0;0;0;0;0;0;0;0;0.14428825107047483;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3920571018532916;0.18506079978147755;0;0;0;0.09227851036929763;0;0;0;0;0;0;0;0;0;0.20784329796237366;0;0;0;0;0.30140997006874937;0;0;0;0;0;0;0;0.4622720984793727;0;0;0;0;0.39859874313060223;0;0;0;0.5045920251321016;0;0;0;0;0;0;0;0;0;0;0.14653646968666306;0;0;0;0;0;0
negativo (914).txt;0;0;0;0;0;0;0;0;0;0;0.4186620484839812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5293835355019545;0;0;0;0;0;0;0;0;0;0;0;0;0.5258609841303301;0;0;0;0;0;0;0;0.2834569371679209;0;0;0;0.4331253301753541;0;0
negativo (196).txt;0;0.5461522369148248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5629560428161077;0;0;0;0;0;0.16651405695931257;0;0;0;0;0;0;0;0;0;0;0;0;0.42338935990771903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3270307964300567;0;0.26620218802250206;0;0;0;0;0;0;0;0;0;0;0;0
positivo (485).txt;0;0;0.37241168604740427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24240845164388483;0;0;0;0;0.21660716907855107;0.17040670758838614;0;0;0;0;0;0;0;0;0;0;0.5181294284220281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5472860792960683;0;0;0;0;0;0;0;0;0.39825922436449124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (293).txt;0.5287325622184302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2833103878667346;0;0;0;0.6137257027962373;0.49393021607914217;0;0;0;0;0;0;0;0;0;0.1398241937148604;0
positivo (614).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.644606089366897;0;0;0;0.2540914968540188;0;0;0;0;0.16310600524323088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6538572469761068;0;0;0;0.2564909986881056;0;0;0;0;0;0;0;0;0;0;0
negativo (883).txt;0;0;0;0;0;0;0;0;0;0.5709539893233392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21007076497537064;0;0;0;0;0.6700770924117512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35527608149940465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23378924679691493;0
positivo (180).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5380226978683298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1598069241078384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49320558689848987;0;0;0;0;0;0;0;0.6646364213897639;0;0;0;0;0;0
negativo (18).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33805233282104086;0;0.10908095085365241;0;0;0;0;0;0;0;0;0;0;0.47451227842277416;0.2386648666010538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3175670970162034;0;0;0;0.543293457481078;0;0;0;0;0;0;0.3216268997182885;0;0;0;0.25889462250726436;0.1587835485081017;0;0;0;0;0;0
negativo (171).txt;0;0;0;0;0;0;0;0;0;0;0.2651187078831247;0;0;0;0;0;0;0.4401659739797234;0;0;0;0;0;0;0.2881500648558807;0;0;0;0;0.30828137745083334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36850560055788384;0;0.23461736766068053;0;0;0;0;0;0;0;0;0;0.26924963891971676;0;0.5427348004435326;0;0;0;0
negativo (605).txt;0;0;0;0;0;0;0;0;0.19903427745226457;0;0.3529510746014954;0;0;0;0.4603351118422402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30525844586970974;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18740688508300224;0;0;0;0;0.493724907784567;0;0;0;0;0.5018307844520038;0;0;0;0;0;0
positivo (671).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3814914774741452;0;0;0;0;0;0;0;0;0;0;0.30012259947787373;0;0;0;0.0408143993374787;0;0;0;0.5858914469542453;0.39056544645509755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5166378878142306;0;0;0;0;0;0;0
positivo (882).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07567646109959701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8229259060784591;0.29786712275233335;0;0;0;0;0;0;0;0;0;0.19197842615815072;0;0;0;0.33270109268580306;0;0;0;0;0;0;0;0;0;0;0.2842454403137309;0
negativo (816).txt;0;0;0;0.4120749115667879;0;0.3274949596023603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31155237465227154;0;0;0;0.34117137849755885;0;0;0;0;0;0;0.45500441500925237;0;0;0;0;0;0;0.39658063255439613;0;0;0;0;0;0;0;0;0;0;0;0.1548414856775911;0;0;0;0;0.10798176382395627;0;0;0;0;0;0;0;0;0.2036432679155867;0.19105005336641967;0.17767008970474976
negativo (382).txt;0;0;0;0;0;0;0;0;0;0;0;0.3862896568146583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6326288477196533;0;0;0;0;0;0.3517315550644779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30064667625000924;0.4862689906858789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (428).txt;0;0;0;0;0;0;0;0;0;0;0.3772397569513191;0;0;0;0;0;0;0.4697370463824993;0;0;0;0;0;0;0;0.36287929169307165;0;0;0;0.08224805656215586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5885952746987079;0;0;0;0.3900599344787812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (986).txt;0;0;0;0;0;0;0;0;0;0;0.3932554888423002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6960901900669555;0;0;0.1714798034601303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5220184291047955;0;0;0;0;0.2426932311956602;0;0;0;0;0;0;0;0;0;0;0
negativo (728).txt;0;0;0;0;0;0;0;0;0.10148074130652095;0;0;0;0;0;0;0;0.3264473314979536;0;0;0;0;0;0;0;0;0.13848571537353324;0;0;0;0.09416503954758834;0;0.8028730534049392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4587846019456795;0;0;0;0;0;0;0;0;0;0
negativo (697).txt;0;0;0;0;0.14427766008478507;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29295388119946714;0;0;0;0;0;0.3764289084254481;0;0;0;0;0;0;0.7358036628855602;0;0;0;0;0;0;0;0.16629853450275878;0.23358707785953525;0.2643457723904508;0;0;0.24116262972322286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (794).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7181664222307718;0;0;0;0;0;0;0.27982727744183716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6371292528049094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (397).txt;0;0;0;0;0;0;0;0;0;0;0;0.29253566562195943;0;0;0.4005708081662739;0;0;0;0;0;0;0;0.25663725412348515;0;0;0;0.2899406790247764;0;0;0.05714083762563355;0.3182619436487995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3149452461353882;0;0.5312548150944251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34359817767674805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (53).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6003806082676241;0.10271083036600515;0;0;0;0.5529059412656075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24227559939355378;0;0;0;0;0;0;0;0;0;0.5143842577231637;0
positivo (6).txt;0;0;0;0;0;0;0;0;0.22359985646087108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43555004817090487;0;0;0;0;0;0.4162319203950581;0;0;0.4754236337773433;0;0;0;0;0;0;0;0;0;0;0.5637686774732865;0;0;0;0;0.20781601218195497;0
negativo (294).txt;0;0;0;0;0;0;0;0;0;0;0.42141458591183273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5404966775176485;0;0;0;0.11025517875943285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17338086889180415;0;0;0;0;0.4279808316744034;0;0;0;0;0.5521669728908785;0
positivo (883).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7431028509844321;0.5615093777783848;0;0;0;0;0;0;0;0;0.14207987331611424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33513979340600086;0;0;0;0;0;0;0;0;0;0;0
negativo (516).txt;0;0.47101651377225395;0;0;0;0;0;0;0;0;0.3368177514559215;0;0;0;0;0;0;0;0;0;0.4643522945935272;0;0;0;0;0;0;0;0;0.13707868606946622;0;0;0;0;0;0;0;0;0;0;0;0;0.3651424763881375;0;0;0;0;0.5449354074808707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (632).txt;0;0;0;0;0;0;0;0;0;0;0;0.5428428777975245;0;0;0;0;0;0;0;0;0;0;0;0;0.24777264885445294;0;0;0;0;0.0530166068306776;0;0;0;0;0;0;0;0;0;0;0;0;0.4942792699598741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12505623946319552;0;0;0;0;0.6173884548350164;0;0;0;0;0;0
negativo (801).txt;0;0;0;0;0.36516854177417146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5281994165655061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3447753066164111;0;0;0.3622417526725422;0;0.16029057315601702;0;0;0.39414118835921613;0;0;0;0;0;0.30229267403679805;0.2552391193106012;0
negativo (480).txt;0;0;0.407669115371185;0.41103386479716175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.038051971708741784;0;0;0;0.40967756096727287;0.36413093320411366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3217714612405251;0;0;0;0;0.17951493958310477;0;0;0;0;0;0.47667554429913905;0;0;0;0;0
positivo (919).txt;0;0;0;0.287281935128835;0.19055722799539315;0;0;0;0.1433084571295645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07978644830164738;0;0;0;0;0;0.31214544218706713;0;0.2756322222075537;0;0;0;0;0;0;0;0;0;0;0;0;0.41471992721539;0;0;0;0.4663796037103299;0;0;0;0;0;0.31791035937040235;0;0;0;0;0;0;0.15683439871012772;0;0;0;0.2524887220924419;0.15485472376309758;0;0;0.2791931663503137;0;0;0
negativo (962).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30855756302076437;0.07918028100129768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18677144339482124;0;0;0;0;0;0;0.929321871762124;0;0;0;0
negativo (615).txt;0;0;0.3520626279530348;0;0;0;0;0;0;0;0.3349412050076248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26289314845695716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5102401065604589;0;0;0.46176520218105394;0;0;0;0;0;0;0;0;0;0;0;0.41597010841868237;0;0;0;0;0;0.21943173948916986;0
positivo (598).txt;0;0;0;0;0;0;0;0;0;0;0.16661604960844661;0;0;0;0;0;0.5277300553944927;0.276625955000077;0;0;0;0;0;0;0;0;0;0;0;0.17021617436761544;0;0;0;0;0;0;0;0;0;0;0;0.21800566919333517;0;0;0;0;0.32035644039229244;0.6161533741277048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07834303501500078;0;0;0;0;0;0;0;0;0;0.2287078559310518;0
negativo (446).txt;0;0;0;0;0;0;0;0;0;0;0.34321063776886046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29346272547163804;0;0;0;0.1197261208143109;0;0;0;0;0;0.46839988141386746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7499021896002719;0;0;0;0;0
negativo (181).txt;0;0;0.36589965450060374;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5262259553685296;0;0;0;0;0;0;0;0;0;0;0;0;0.1366127849897897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5399030707573763;0;0;0;0;0;0;0;0;0;0;0.5282473927024212;0;0;0;0;0;0;0;0
negativo (429).txt;0;0;0.3387017240877108;0;0;0;0;0;0;0.3437021491172017;0.15104534312149365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1528035728671896;0;0;0;0;0;0;0;0;0;0;0;0.23057121275916762;0;0;0;0;0;0.48875069824086004;0;0;0;0;0;0;0;0;0;0;0.47567006942264983;0;0;0;0.2406022190978121;0;0;0;0;0;0.32089626660185994;0;0;0;0;0;0;0;0;0;0.2044997832518341
