document;love;big;don;role;bad;isn;year;show;feel;back;turn;good;life;scene;plai;cast;world;act;audienc;plot;find;friend;action;end;man;make;live;doesn;set;star;movi;director;work;made;perform;film;great;funni;script;stori;actor;charact;watch;comedi;gui;time;thing
positivo (162).txt;0;0;0;0;0;0;0;0;0;0;0;0;0.9920528407583111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12582194221742452;0;0;0;0;0;0;0;0;0;0;0
positivo (629).txt;0;0;0;0;0;0;0;0;0;0;0;0.24889292674800034;0;0;0;0;0;0;0;0;0;0.4832431425822681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8068583978580547;0;0;0;0;0;0.2313177510870302;0
negativo (209).txt;0;0.5394347148819914;0;0;0;0;0;0;0;0;0.39483499064646693;0;0.29896984178878216;0;0.2177209427022681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5585266138990994;0;0;0.15167323599233618;0;0;0;0;0;0;0;0;0;0.28526022225510983;0
negativo (770).txt;0;0;0;0;0;0;0;0;0;0;0;0.33619685241682945;0;0.5087869001293626;0.5365763881711433;0;0;0.5832609590389032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (972).txt;0;0;0;0;0.5395437176085138;0;0;0;0;0.7229771241787784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4221448043389488;0;0;0;0;0.08938914292574007;0;0;0;0;0;0;0;0;0;0;0
positivo (711).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5572940295693598;0;0;0;0.6432287784460066;0;0.22147866864367516;0;0;0;0;0;0;0;0;0;0.4760538861526382;0
negativo (786).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7584796313753732;0;0;0;0;0;0.64664138325673;0;0;0;0;0;0;0;0;0;0;0;0.08101586417795245;0;0;0;0;0;0;0;0;0;0;0
positivo (525).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3200768014318132;0.6345288557983704;0;0;0;0.06777624799908565;0.42965917701495454;0;0;0;0;0.31671316533743726;0;0;0;0.45322854616664415;0
positivo (128).txt;0;0;0;0;0;0;0.3649365166011815;0;0;0;0.7942932816463731;0;0;0;0;0;0;0;0;0.4025913874029486;0;0;0;0;0;0;0;0;0;0;0.24015942405893742;0;0;0;0;0.12713436752931678;0;0;0;0;0;0;0;0;0;0;0
negativo (874).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4813912144561503;0;0;0;0;0;0;0;0;0;0.35774259954682447;0;0;0;0;0.166250949379832;0;0;0.4771201983684074;0;0.2346908726248597;0;0;0;0;0;0.3290076892977052;0;0;0;0.47082247603813016;0
negativo (413).txt;0;0;0.24995902000221895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30099050689620427;0;0;0;0;0;0.19318103151173632;0;0.4275859190629558;0;0;0;0;0.2800117087630476;0;0;0.06653487194894718;0;0.4859551099653708;0;0;0;0;0;0.3644148463863475;0.29600927650610526;0;0.2955860057334789
positivo (702).txt;0;0;0.20549610221121511;0;0;0;0;0;0;0;0;0.1265062274036956;0;0;0;0;0;0.21947303488847142;0;0;0;0.32749433091864044;0;0;0;0;0.422736991829388;0;0;0;0;0;0;0;0;0.10158495980925455;0;0;0;0.22783695537871743;0;0.7120479914799813;0;0;0;0.1959553210549565;0
positivo (195).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7788084709419544;0;0;0;0;0;0;0;0;0;0;0.4594532911463531;0;0;0;0;0.4270363437037176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (904).txt;0;0;0;0;0;0;0;0;0;0;0;0;0.6066791200438474;0;0.33135470072023093;0;0;0;0;0;0.18687558546310637;0;0;0;0.4966739544540905;0.2932210167127312;0;0;0;0;0.2725326671655191;0;0.28334499611566627;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (208).txt;0;0;0;0.3307036931313331;0;0;0;0;0;0;0.5531390258890614;0;0.5584506303472542;0;0.3050133676470762;0;0;0;0;0;0;0;0;0.4239953117773136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (516).txt;0.29070621809165126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3530953983873682;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12447841171362138;0;0;0;0;0;0;0;0.7579919871459047;0.20493880664349426;0;0.24634057584705238;0.3131823958386788;0;0;0;0
negativo (28).txt;0;0;0;0;0.3184950016380881;0;0;0;0;0;0;0;0;0;0.27268076795337604;0;0;0;0.3773148298119031;0;0;0;0.3759627220672673;0.31587513720011984;0;0;0;0;0;0;0.13082680425105964;0;0.23317228024418651;0;0;0.07123517946018373;0;0;0;0.13846543402292186;0;0;0;0;0.5751522653211315;0.11908971717899841;0
negativo (419).txt;0;0;0;0.475731765266023;0.2733309556513817;0;0;0;0;0.3662576762857574;0;0;0;0;0.39002231593962433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29910849449790855;0.12029460626263058;0;0;0.34523102945743767;0;0;0;0;0;0;0;0;0;0;0.3525664621708191;0.25550562832518653;0
positivo (980).txt;0;0;0;0.3526631400130605;0;0.4086124379232205;0;0;0;0;0;0.27173195938210487;0;0;0;0;0;0;0;0;0.4891792884143833;0.5275867326064965;0.2989777824110847;0;0;0;0;0;0;0;0.14862532722787394;0;0;0;0;0.07553137491062493;0;0;0;0;0;0;0;0;0;0;0
negativo (688).txt;0;0;0.4120009440025192;0;0;0.33901964625971914;0;0;0;0;0;0.253633448769499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3699366528203677;0;0.23076800417346402;0;0;0.10966769693612026;0;0;0;0;0;0;0.27922347090683414;0;0;0;0.6090083956314432
negativo (227).txt;0;0;0;0.2933908595603293;0;0;0.3381968259177031;0;0;0;0;0;0;0;0.5411982748909175;0.483333756497138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29674989570754423;0;0;0;0;0.1413827477630846;0;0;0;0;0;0.3303353231411916;0;0;0;0.2363611851993218;0
positivo (687).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46316480995026865;0;0;0;0;0.1471126908442607;0;0;0;0;0;0;0.8739772394154739;0;0;0;0
negativo (712).txt;0;0;0;0;0.4757263703963708;0;0;0;0;0.283316992933429;0;0.1417746857884533;0.10357203965563416;0;0;0;0;0;0;0;0;0;0;0;0;0.1334895620764243;0;0;0;0;0.17059782020074082;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7499970920256464;0.23058611321648562;0
negativo (398).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40592983997422455;0;0;0;0;0;0;0;0;0.5246677486636961;0.39673227857301674;0;0;0;0;0.5307999295918407;0;0;0;0;0;0;0.04970546152490867;0;0;0;0;0;0;0;0;0.34398985378761415;0;0
positivo (495).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
positivo (226).txt;0;0;0;0;0;0;0;0;0;0;0;0.49060196318316246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8713837924363907;0;0;0
negativo (987).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6138717382215297;0;0;0;0;0;0;0;0;0.5151517386330169;0;0;0;0;0.5271402831075165;0.282671712630721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (526).txt;0;0;0;0.5391817102005582;0;0;0;0;0;0;0;0;0;0;0.3315306775979885;0;0;0;0;0;0;0;0;0.46085669653190553;0;0;0;0;0;0;0.18178493643736038;0;0;0.39127565251622876;0;0.19246475969770127;0;0;0;0;0;0.4047178219022355;0;0;0;0;0
negativo (85).txt;0;0.4719407783470511;0;0;0;0;0;0;0;0;0;0.26853037744304215;0;0;0;0;0;0;0;0;0;0;0;0.39717532454515364;0;0;0;0.44770396265954215;0;0;0;0;0;0;0;0.2156308678233377;0;0;0;0.2901729577062699;0;0.4650583242697863;0;0;0;0;0
positivo (381).txt;0;0;0;0;0.460854325505381;0;0;0;0;0;0;0.4635311373256128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2704330335800356;0;0.42174309402739596;0;0;0.14316045609267786;0;0;0;0;0;0;0;0.5488679223573183;0;0;0
positivo (681).txt;0;0;0;0;0;0;0.16967391628349446;0;0.6353497952056586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27914985318529006;0;0.34826965099976254;0;0;0;0;0;0;0;0;0.16572978712041098;0.3160481273561916;0;0.4908892221061204;0;0
negativo (718).txt;0;0;0;0;0.29845841615530905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3768655384150784;0;0;0;0;0.13135335356220473;0;0.40969380854727316;0;0;0.09271355527505709;0;0.758417046350772;0;0;0;0;0;0;0;0;0
positivo (873).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8642759845256743;0;0;0.20801535560438894;0;0;0.4371887093332692;0;0;0;0;0;0;0.1364648923220413;0;0;0;0;0;0;0;0;0;0;0
negativo (584).txt;0.4044296377932229;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42110195404437084;0;0;0;0;0;0;0.5122742041616223;0;0;0.4207985627666348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.468629407633117;0;0;0
positivo (815).txt;0.6362244541219084;0;0;0.3591243193762743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1954048525677516;0;0;0;0.5080353474060194;0.22702246177815577;0;0.2832350890763485;0.19545813555062536;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (284).txt;0;0;0;0;0;0;0.7771897958762543;0;0;0;0;0;0;0;0;0;0;0.4055706984769522;0;0;0;0;0;0;0;0;0;0;0;0;0.1534371968312256;0;0;0;0;0.10830106460072077;0;0.44296313137513976;0;0;0;0;0;0;0;0;0
negativo (470).txt;0;0;0;0;0;0;0.39097760703126866;0;0;0;0.5673149025688323;0;0;0;0;0;0;0;0;0;0;0;0;0.7247691440199557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (412).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2315314818095077;0;0;0;0;0;0.20900548760372856;0;0;0;0;0.8554777448587082;0.2867113449278882;0;0;0;0;0.05464000270544839;0;0;0;0;0;0;0.16230455187824752;0;0;0.2435898486548067;0
negativo (703).txt;0;0.9368039018211256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3498548978258199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (517).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7459496363022464;0;0;0;0;0;0;0;0;0;0.5532192153370641;0.3708202258270028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (970).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7175990000300648;0.32134077262113253;0;0;0;0.4684615440793128;0;0;0;0;0;0.40290887893657884;0
positivo (299).txt;0;0;0;0.2898195771603987;0;0;0;0.19223277766384383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15769511751427562;0;0;0;0;0.09771257521477998;0;0.3047675296980302;0;0;0.07241721659509186;0;0;0;0.7842512940932179;0;0.362571485005038;0;0;0;0;0
positivo (929).txt;0;0;0;0;0;0;0.7413567714245527;0;0;0;0;0;0;0;0;0;0;0;0.4221219799126474;0;0;0;0;0;0;0.22496207711018804;0;0;0;0;0.174241474836027;0;0;0;0;0.13282424745119703;0;0;0;0;0.4166447685209178;0;0;0;0;0;0
positivo (800).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6251844231650967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16332330627546088;0;0;0;0;0;0.7631971794097363;0;0;0;0;0
positivo (696).txt;0;0;0;0.1832687701407843;0;0;0;0.7293557962173454;0;0;0;0;0.15474057643414632;0;0.15025044655099978;0.13418578017733795;0.5258119844486723;0;0;0;0;0;0;0;0.16890997008214864;0;0;0;0;0;0;0;0;0;0;0.0654190955255492;0;0;0;0;0.24624892910856497;0;0;0;0;0;0
positivo (898).txt;0.23995809204760013;0;0;0;0;0;0;0;0;0;0;0;0.5336940783987698;0;0.166566792683423;0;0;0;0;0;0;0;0;0;0.5825637521372428;0;0;0;0;0;0;0.45264714114470345;0.2136496047436423;0;0;0.10636741599803307;0;0;0;0.16916296235941167;0;0;0;0;0;0;0
negativo (914).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49343979624071294;0;0;0;0;0;0;0;0;0;0;0;0.6198774765658316;0;0;0;0;0;0;0;0;0;0;0;0;0.33408715039917924;0;0;0.5105436881114651;0;0;0;0
negativo (196).txt;0;0;0;0.6826084474399026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5272686032060199;0;0;0.4291787934974924;0;0;0;0;0;0.26802815294087173;0;0;0;0;0;0;0;0;0;0;0
positivo (485).txt;0;0;0;0;0.43541241630776184;0;0;0;0;0;0;0;0.639867254096006;0;0;0;0;0;0;0;0;0.28343138870241014;0;0;0.46563937844231856;0;0;0;0;0;0;0.25325851956656;0.19923017911376417;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (293).txt;0;0.5288185843804435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2833095680570076;0;0;0;0.6138165324450625;0.49372598536139733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1398231359155283;0
positivo (614).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8520690371148836;0;0;0;0;0;0;0;0.3388587297441774;0.3358813277001386;0;0;0;0.21525996136920095;0;0;0;0;0;0;0;0;0;0;0
negativo (171).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31569709411987074;0;0;0;0.5242050456319023;0;0;0;0;0.4388466278744409;0;0.2793653529280729;0;0;0;0;0;0.34316416812478234;0;0;0;0.36654565904589553;0;0;0;0.3206176620755105;0;0;0;0;0;0;0
negativo (18).txt;0;0;0.3190601970094156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.726289541523783;0;0;0;0;0;0;0.42972739400743437;0;0;0;0;0.14559160950352498;0.34611002913814526;0;0;0.21224841664717;0;0;0;0;0;0;0
negativo (883).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5709996118621173;0;0;0;0;0;0;0;0;0;0;0;0.35525659598515225;0;0;0;0;0;0;0;0;0;0.20975397551423489;0;0;0;0;0;0;0;0.6701526378680758;0;0.23377533226751518;0
positivo (180).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.585194986868692;0;0;0;0;0;0;0;0;0.18930167374219758;0;0;0;0.7884869711429314;0;0;0;0;0;0;0
negativo (605).txt;0;0;0;0;0;0;0;0;0;0;0;0.20902586355335956;0;0;0.3706768225339791;0;0;0.48351285767506486;0;0;0;0;0;0;0;0.19681067063000965;0;0;0;0;0.5182863647308363;0;0;0;0;0;0;0;0;0.5270360539138076;0;0;0;0;0;0;0
positivo (671).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3814903985550273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30010599668819565;0;0;0.04074832472229068;0.5166379722038829;0;0.5859047438068736;0;0;0;0;0.39056609870302283;0;0;0
positivo (882).txt;0;0;0;0;0;0;0;0;0;0;0;0;0.5243118902183709;0;0;0;0;0;0;0;0;0;0;0;0;0.33788155977917544;0;0;0;0.5856414630064313;0;0;0;0;0;0.1329968276781265;0;0;0;0;0;0;0;0;0;0.5002689416424648;0
negativo (816).txt;0;0;0;0;0;0.5009961471604413;0;0;0.39816433046394917;0;0.48215521718297805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18821896869650265;0;0;0;0;0.13120431677716957;0;0;0;0;0;0;0.3787782637444745;0;0;0;0;0.2475783654388951;0;0;0.2322315358286459;0.21599517066286317
negativo (382).txt;0;0;0;0.45416972513751896;0;0;0;0;0;0;0;0;0;0;0;0.49880117753032494;0;0;0;0;0;0;0;0.38819410086040385;0.6278794359748169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (428).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.466605267374345;0;0;0;0.5810874728463148;0.4825042881727328;0;0;0;0;0;0;0;0;0;0;0;0;0.4488741243368717;0;0;0.10158004604906641;0;0;0;0;0;0;0;0;0;0;0
negativo (728).txt;0;0;0;0;0;0;0;0;0;0;0;0.5184001971068366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7074984358127451;0;0;0.48031989232397176;0;0;0;0;0;0;0;0;0;0;0
positivo (986).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.393261439516522;0;0;0;0;0;0;0;0;0;0;0.5220049038611981;0;0;0;0;0.24258729868287077;0;0;0.6961963255006126;0;0.17122616450603256;0;0;0;0;0;0;0;0;0;0;0
positivo (794).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6371997387856753;0;0;0;0.7182642788463052;0;0;0;0;0;0;0;0.27941531565908206;0;0;0;0;0;0;0;0;0;0;0
negativo (697).txt;0.28276348232916176;0;0.4494823390165026;0;0;0;0.2453123789097176;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49813641247902996;0;0;0;0;0;0;0;0;0;0;0.64007217662504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (397).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46299818207519555;0;0.6339754401639057;0;0;0;0;0;0;0;0;0;0.40617148092789507;0;0;0;0;0;0.45889035329715494;0;0.09028951431754824;0;0;0;0;0;0;0;0;0;0;0
positivo (53).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3028202059750753;0;0;0;0;0.12824432940775424;0;0;0.6914912589513563;0;0;0;0;0;0;0.6431898270509545;0
positivo (6).txt;0;0;0;0;0;0;0;0;0;0;0;0.22358147632452677;0.43556039929821483;0;0;0;0.41626240443417467;0;0;0;0;0;0;0;0.47544409947147853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5637364535045745;0;0;0;0;0;0.20779362822339884;0
negativo (294).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42142489139190176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17330680598665474;0;0.5405474886350071;0;0;0.11009312461824787;0;0;0;0.42799337065545995;0;0;0;0;0;0.5521552345411421;0
negativo (516).txt;0;0;0;0.4139629842940395;0;0;0;0.6177940909865992;0;0;0;0;0;0;0.3818047591945552;0;0;0;0;0;0;0;0.5264190710712909;0;0;0;0;0;0;0;0;0;0;0;0;0.15515539386447788;0;0;0;0;0;0;0;0;0;0;0
positivo (883).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7431900843571885;0.5615438741437452;0;0;0;0;0;0;0;0.3349799762686095;0;0;0;0;0.14186398917227197;0;0;0;0;0;0;0;0;0;0;0
negativo (632).txt;0;0;0;0.494305384017014;0;0;0;0;0;0;0;0;0;0;0;0.5428809847081059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12499117335705884;0.24778586220671797;0;0;0;0.05293375043270305;0;0;0;0.617349021958063;0;0;0;0;0;0;0
negativo (801).txt;0;0;0;0;0;0;0.3973305738791481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3751021565454973;0;0;0.39417865861820006;0;0.1743183219418322;0;0;0;0;0;0;0;0;0;0;0;0.32893311952308857;0;0.5747651159434194;0.27768896145954686;0
negativo (480).txt;0;0;0;0;0.4076698618793806;0.41105833021482546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32172974876176996;0;0;0;0;0.17941797116631553;0;0;0;0;0.037991747152133215;0;0;0.409701718420023;0;0.4766919595376372;0;0;0.3641447487533963;0;0;0
positivo (919).txt;0;0;0;0;0;0.347118776716095;0.2302280755118271;0;0;0;0.5010970547112032;0.17312847685471236;0;0;0;0;0;0;0;0;0;0;0;0.38410380030857216;0;0;0;0;0;0;0.18938719305234278;0;0;0;0;0.09624655062844922;0.3050715770966367;0;0;0.18708200789226972;0;0.33731451580305793;0;0;0.33304023202411337;0;0
negativo (962).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9208274227801932;0;0;0;0;0.3899703289430969;0;0;0;0;0;0;0;0;0;0;0
negativo (615).txt;0;0;0;0;0.40942686410524304;0;0;0;0;0;0;0;0;0;0.389480494725217;0;0;0;0;0.5370021072187814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30524389174453115;0.48376401463520985;0;0;0;0;0;0;0;0;0.25515067845650136;0
positivo (598).txt;0;0;0.277144255105292;0;0;0;0;0.7833069807034219;0;0;0;0;0;0;0.2117910686731543;0;0;0;0.3516723748368903;0;0;0;0;0;0;0;0;0;0;0;0.09953940113440025;0;0;0;0;0.21604400207875893;0;0;0;0;0;0;0;0;0;0.29070468974181546;0
negativo (446).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3884329946289763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3321532639045616;0;0;0.13529908636794824;0;0;0;0;0.848815748669351;0;0;0;0;0;0
negativo (181).txt;0;0;0;0;0.5491366889248587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8102753704663892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20470154101080554;0;0;0;0;0;0;0;0;0;0;0
negativo (429).txt;0;0;0.2434581770907514;0;0.35762566530294776;0;0;0.5160737218386439;0;0;0;0;0;0.362906663230351;0.15947012602417013;0;0.5022692099416042;0;0;0;0;0;0;0;0;0.25401174721728426;0;0;0;0;0;0;0;0;0;0.16108536528035336;0;0;0;0;0;0;0;0;0;0;0.21592388462947942
negativo (776).txt;0;0;0.4197943531396147;0;0;0;0;0;0;0;0;0;0;0;0;0.736721836906128;0;0;0;0;0;0;0;0;0;0.36499320741372765;0;0;0;0;0;0;0;0;0;0.09577900362840311;0;0;0;0;0;0;0;0;0;0;0.3723170384276591
positivo (784).txt;0;0;0.37313371663096623;0;0;0;0;0;0;0;0;0.22970624892722155;0;0;0;0;0;0;0;0;0;0;0.5897226264990021;0;0;0.2162825218407944;0;0;0;0;0;0;0.23512261287623898;0;0;0.23411590023169107;0;0;0;0.37232961661271985;0;0.37295641913589594;0;0;0;0.16011443235874118;0
positivo (249).txt;0;0;0;0;0;0;0.4857327511402302;0;0;0;0;0;0;0.5527769051828328;0;0;0;0;0;0.5358516160834187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23690327663417932;0;0;0;0;0;0;0;0;0;0.3394720469007877;0
positivo (920).txt;0;0;0;0.33845188921519676;0;0;0;0;0;0;0;0;0;0.5919855824682695;0.20810643618474384;0.3717117005691778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5283751440477649;0;0;0;0;0;0.2726631967598973;0
positivo (468).txt;0;0;0;0;0;0;0;0;0;0;0;0;0.5383996575805425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40971098205332757;0;0;0.7363848992898023;0;0;0;0;0;0;0;0
negativo (931).txt;0;0;0;0;0.7483736466513666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4183213129625676;0;0;0.16468188344549856;0;0;0;0;0.06974276250843124;0;0;0;0;0;0;0;0;0.48265928817494547;0;0
negativo (35).txt;0;0;0;0;0;0;0;0;0.43891098277042134;0;0;0;0.4829408719104206;0;0.35169547962659203;0;0;0;0;0;0;0.4278406219743374;0;0;0;0;0;0.3673892019953859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3638861490877781;0;0;0;0
positivo (623).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43020475256264584;0;0;0;0;0;0;0;0;0;0;0;0.8106588841946694;0;0;0.3299244443355843;0.22114679599447598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (654).txt;0.29519813605322326;0;0;0;0;0;0;0;0;0;0;0;0.28138037858718074;0;0;0;0;0;0;0;0;0;0;0.5696902817134373;0.5119100241201769;0;0.38612647193913213;0;0;0;0.1404464669136709;0;0;0;0;0.035687439500350714;0;0;0;0.27747395806561115;0;0;0;0;0;0;0
positivo (71).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.504136722365307;0;0;0;0;0;0;0;0;0;0;0.4461185610853591;0;0;0;0.5154972587812632;0;0;0;0;0.5228556583503667;0.08780052014596516;0;0;0;0;0;0;0;0;0;0;0
negativo (745).txt;0;0;0;0;0;0;0.8115898449529735;0;0;0;0;0;0.25477253953135637;0;0;0;0;0;0;0;0;0;0.25580893961255047;0;0;0;0.3496136522743932;0;0;0;0.1525987130593735;0;0;0;0;0.048469155720068845;0;0;0;0;0;0;0;0;0;0;0.25121570600585624
positivo (996).txt;0;0.35902196375731055;0;0;0;0;0;0;0;0;0;0.5107012779005772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4042491288657291;0;0.17877180372308393;0;0;0;0.5072120801143993;0.056782381838570095;0;0;0;0;0;0;0;0;0.39296613746507386;0;0
positivo (437).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
positivo (435).txt;0;0;0;0;0;0;0;0;0;0;0;0.4484199300642299;0;0;0;0;0;0;0;0;0;0;0.6578423658588429;0;0;0;0.599381378141261;0;0;0;0;0;0;0;0;0.08309603805184718;0;0;0;0;0;0;0;0;0;0;0
positivo (44).txt;0;0;0;0;0;0;0;0;0;0;0.4822885912894499;0;0;0;0;0;0;0;0;0;0;0;0;0.5545299429064986;0;0;0;0;0;0;0.27341793876074255;0;0;0;0.6205939799063313;0;0;0;0;0;0;0;0;0;0;0;0
negativo (403).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5134374107758635;0.36098727038243206;0;0;0.7063106299461083;0;0;0;0;0;0;0;0;0;0;0;0;0.2672143810142307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18918769632809468;0
positivo (840).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31980588686792;0;0;0;0;0.9474830841363993;0;0;0
